,Race Number,Track Surface,Inner/Outer Track,Racecourse Condition,Prize Pool,No. of Contestants,Track No.,Gender,Age,Weight,Net Weight,Weight Change,Popularity,Odds,Trainer,Grade,Time Residual,Date,Time,Name
28200,1,dirt,left,average,125.0,16,10,male/stallion,2,54.0,492.0,-2.0,4,14.8,本田 優,C,2.0999999999999943,2013-07-21,73.0,ミヤジカールソン
15736,8,dirt,right,somewhat heavy,180.0,16,10,female/mare,4,55.0,484.0,-2.0,2,6.3,川村 禎彦,C,-0.7000000000000028,2013-04-21,72.6,ミヤジガンバレ
4073,3,dirt,left,average,268.0,14,11,female/mare,4,52.0,490.0,0.0,5,8.8,川村 禎彦,C,-5.400000000000006,2013-02-02,73.2,ミヤジガンバレ
35953,10,dirt,right,somewhat heavy,144.0,14,5,male/stallion,6,57.0,462.0,-2.0,2,5.7,川村 禎彦,B,-5.799999999999997,2013-09-17,72.1,ミヤジシェンロン
20995,12,dirt,right,average,396.0,16,10,male/stallion,6,57.0,466.0,16.0,12,57.7,川村 禎彦,C,-1.0999999999999943,2013-05-26,72.4,ミヤジシェンロン
30843,10,grass,right,average,0.0,10,6,male/stallion,6,57.0,464.0,2.0,9,76.1,川村 禎彦,B,-1.5999999999999943,2013-08-10,68.1,ミヤジシェンロン
2135,7,dirt,right,somewhat heavy,0.0,16,9,male/stallion,4,56.0,468.0,16.0,7,17.5,川村 禎彦,C,2.0,2013-01-19,73.5,ミヤジチョビ
13257,8,dirt,right,somewhat heavy,0.0,16,7,male/stallion,4,57.0,484.0,0.0,10,39.7,川村 禎彦,C,0.0,2013-04-06,74.5,ミヤジチョビ
19266,9,dirt,left,average,0.0,15,7,male/stallion,4,57.0,480.0,-4.0,12,55.8,川村 禎彦,C,0.7000000000000028,2013-05-18,73.1,ミヤジチョビ
1769,8,dirt,right,heavy,180.0,16,4,male/stallion,4,56.0,502.0,0.0,1,2.5,大久保 洋吉,B,1.0999999999999943,2013-01-19,72.1,ミヤビリファイン
30628,8,dirt,left,average,108.0,15,13,male/stallion,4,57.0,504.0,0.0,3,8.5,大久保 洋吉,B,5.3999999999999915,2013-08-10,70.9,ミヤビリファイン
14475,6,grass,right,average,67.0,16,4,male/stallion,4,57.0,504.0,2.0,3,5.6,大久保 洋吉,B,1.6000000000000085,2013-04-14,70.3,ミヤビリファイン
16993,8,grass,right,average,0.0,16,5,male/stallion,4,57.0,504.0,0.0,5,8.1,大久保 洋吉,B,-1.0,2013-04-29,69.8,ミヤビリファイン
7856,8,grass,right,average,67.0,18,1,male/stallion,4,57.0,494.0,-12.0,6,10.5,大久保 洋吉,B,1.5,2013-02-24,69.0,ミヤビリファイン
28621,8,dirt,left,somewhat heavy,288.0,15,12,male/stallion,4,57.0,504.0,0.0,5,14.4,大久保 洋吉,C,0.4000000000000057,2013-07-27,72.2,ミヤビリファイン
35982,12,dirt,right,somewhat heavy,72.0,16,1,female/mare,4,55.0,456.0,6.0,5,9.0,小西 一男,B,0.09999999999999432,2013-09-17,72.3,ミラクルピッチ
31119,7,dirt,left,average,180.0,15,3,female/mare,4,53.0,448.0,-4.0,7,17.0,小西 一男,C,0.5,2013-08-11,71.7,ミラクルピッチ
2299,7,dirt,right,heavy,180.0,16,15,female/mare,4,54.0,462.0,6.0,3,5.7,柴崎 勇,B,1.0,2013-01-20,72.8,ミラクルピッチ
25680,9,grass,right,average,0.0,16,15,female/mare,4,55.0,452.0,0.0,6,15.1,柴崎 勇,B,-1.9000000000000057,2013-07-06,69.4,ミラクルピッチ
11795,5,dirt,left,average,0.0,16,11,female/mare,5,55.0,454.0,4.0,6,8.6,池添 兼雄,B,1.2000000000000028,2013-03-24,73.3,ミラクルベリー
7414,12,grass,right,average,0.0,18,13,female/mare,5,55.0,450.0,-2.0,3,8.7,池添 兼雄,B,-0.5,2013-02-23,69.1,ミラクルベリー
5277,8,grass,right,average,0.0,15,14,female/mare,5,55.0,452.0,-6.0,1,2.6,池添 兼雄,C,3.4000000000000057,2013-02-09,68.7,ミラクルベリー
13883,2,grass,right,average,0.0,16,12,female/mare,3,54.0,418.0,-22.0,14,106.9,池上 昌弘,C,-3.0,2013-04-13,72.4,ミラクルベル
11652,8,dirt,right,average,288.0,16,7,male/stallion,4,57.0,532.0,-8.0,6,9.4,矢野 照正,B,0.0,2013-03-24,72.4,ミラクルミイクン
7021,7,dirt,right,average,0.0,16,2,male/stallion,4,57.0,540.0,16.0,10,56.5,矢野 照正,B,-4.099999999999994,2013-02-23,74.2,ミラクルミイクン
13739,5,dirt,right,heavy,175.0,16,6,male/stallion,3,56.0,516.0,0.0,6,21.7,佐山 優,C,-1.6999999999999886,2013-04-07,71.7,ミラクルルーマー
16230,6,dirt,right,average,175.0,16,5,male/stallion,3,56.0,520.0,4.0,4,12.1,佐山 優,B,0.10000000000000853,2013-04-27,72.6,ミラクルルーマー
11395,2,dirt,right,average,500.0,16,4,male/stallion,3,56.0,516.0,-6.0,3,5.8,佐山 優,B,0.29999999999999716,2013-03-23,72.9,ミラクルルーマー
34811,12,dirt,right,somewhat heavy,720.0,16,5,male/stallion,3,55.0,532.0,-2.0,5,12.6,佐山 優,B,-1.2999999999999972,2013-09-07,71.5,ミラクルルーマー
35340,2,grass,right,average,0.0,14,2,male/stallion,2,54.0,480.0,6.0,8,42.2,崎山 博樹,D,0.7000000000000028,2013-09-14,71.0,ミラノモーダ
26785,7,dirt,left,somewhat heavy,720.0,16,11,female/mare,3,52.0,492.0,6.0,7,30.4,千田 輝彦,B,-0.4000000000000057,2013-07-13,70.8,ミリアグラシア
14242,3,dirt,right,average,500.0,16,14,female/mare,3,54.0,486.0,0.0,1,2.1,千田 輝彦,B,0.5,2013-04-13,72.7,ミリアグラシア
29132,9,dirt,left,somewhat heavy,576.0,15,9,female/mare,3,52.0,492.0,0.0,2,2.6,千田 輝彦,B,-1.2999999999999972,2013-07-28,71.1,ミリアグラシア
8635,2,dirt,right,heavy,50.0,16,16,female/mare,3,54.0,488.0,4.0,2,9.7,千田 輝彦,B,-0.30000000000001137,2013-03-03,73.4,ミリアグラシア
32683,10,dirt,left,heavy,0.0,15,6,female/mare,3,52.0,490.0,-2.0,1,2.6,千田 輝彦,B,0.8000000000000114,2013-08-24,70.9,ミリアグラシア
12274,2,dirt,right,average,200.0,16,15,female/mare,3,54.0,486.0,-2.0,1,3.2,千田 輝彦,B,-4.700000000000003,2013-03-30,73.4,ミリアグラシア
13537,3,dirt,right,bad,0.0,16,1,female/mare,3,54.0,428.0,-8.0,12,151.5,加藤 和宏,C,-0.30000000000001137,2013-04-07,76.3,ミリオンジス
29399,4,grass,right,average,69.0,16,5,female/mare,3,52.0,446.0,2.0,12,178.4,加藤 和宏,C,-0.5,2013-08-03,70.9,ミリオンジス
19732,3,dirt,left,average,0.0,15,8,female/mare,3,54.0,438.0,10.0,14,144.7,加藤 和宏,C,0.0,2013-05-19,74.5,ミリオンジス
19109,10,grass,right,average,0.0,16,13,male/stallion,3,56.0,474.0,4.0,9,28.1,本田 優,C,2.0,2013-05-12,70.1,ミリオンフレッシュ
24109,12,grass,right,average,0.0,12,3,male/stallion,3,53.0,484.0,10.0,7,14.3,本田 優,C,-0.5,2013-06-23,69.6,ミリオンフレッシュ
25069,12,grass,right,average,0.0,11,11,male/stallion,3,54.0,474.0,-10.0,7,36.1,本田 優,C,-0.20000000000000284,2013-06-30,69.9,ミリオンフレッシュ
5299,10,grass,right,average,850.0,16,2,male/stallion,3,56.0,468.0,-12.0,4,11.0,本田 優,C,-0.5999999999999943,2013-02-09,68.2,ミリオンフレッシュ
4083,3,dirt,left,average,0.0,14,3,female/mare,4,55.0,432.0,4.0,13,107.1,菅原 泰夫,C,-2.0999999999999943,2013-02-02,74.8,ミルテ
28414,3,grass,right,average,0.0,16,8,female/mare,3,54.0,432.0,-2.0,14,284.3,高橋 義博,C,1.8999999999999915,2013-07-27,71.5,ムジョウノカゼ
8297,3,grass,right,average,0.0,18,2,female/mare,3,54.0,434.0,-10.0,13,116.9,高橋 義博,C,4.099999999999994,2013-03-02,71.3,ムジョウノカゼ
8995,1,dirt,right,average,0.0,16,13,male/stallion,3,56.0,500.0,-14.0,14,398.5,小桧山 悟,C,-0.5,2013-03-09,75.5,ムネニアオリボン
30597,6,dirt,left,average,0.0,15,14,male/stallion,3,53.0,488.0,-10.0,8,27.1,小桧山 悟,C,-3.700000000000003,2013-08-10,72.6,ムネニアオリボン
1136,3,dirt,right,average,0.0,16,16,female/mare,3,54.0,482.0,20.0,4,9.4,二ノ宮 敬宇,A,1.5999999999999943,2013-01-13,75.7,ムーンメイヴン
28416,3,grass,right,average,0.0,16,3,female/mare,3,54.0,474.0,2.0,1,1.9,二ノ宮 敬宇,B,1.7000000000000028,2013-07-27,71.7,ムーンメイヴン
23991,3,grass,right,average,115.0,16,4,female/mare,3,54.0,480.0,-2.0,2,5.2,二ノ宮 敬宇,A,-5.0,2013-06-23,70.4,ムーンメイヴン
9533,2,dirt,right,average,0.0,16,6,male/stallion,3,56.0,456.0,14.0,9,52.1,高橋 裕,C,-4.5,2013-03-10,76.0,ムーンリンガス
34997,1,dirt,right,bad,0.0,15,10,female/mare,2,54.0,420.0,-4.0,12,215.7,佐藤 正雄,C,3.5,2013-09-08,74.7,メアリーアート
21316,9,grass,right,average,0.0,16,10,female/mare,3,52.0,434.0,-8.0,9,22.8,木原 一良,B,3.0,2013-06-01,70.1,メイケイペガムーン
11789,5,dirt,left,average,67.0,16,6,female/mare,4,55.0,438.0,4.0,8,16.3,小野 幸治,B,0.0,2013-03-24,72.7,メイショウアキシノ
5620,8,dirt,right,average,0.0,13,10,female/mare,4,55.0,444.0,2.0,6,15.3,小野 幸治,C,-1.2999999999999972,2013-02-10,74.1,メイショウアキシノ
12872,7,grass,right,average,100.5,16,2,female/mare,4,55.0,436.0,-2.0,6,13.4,小野 幸治,B,0.6999999999999886,2013-04-06,69.0,メイショウアキシノ
8870,6,grass,right,average,100.5,18,13,female/mare,4,55.0,434.0,-10.0,16,62.7,小野 幸治,C,0.8999999999999915,2013-03-03,68.8,メイショウアキシノ
26935,5,grass,right,average,0.0,16,6,female/mare,3,54.0,432.0,6.0,11,35.8,中野 栄治,C,-3.0,2013-07-14,70.7,メイショウアザミ
16950,5,grass,right,average,0.0,16,8,female/mare,3,54.0,426.0,0.0,6,12.0,中野 栄治,B,-0.5,2013-04-29,71.2,メイショウアザミ
22500,4,grass,right,somewhat heavy,0.0,16,7,female/mare,3,54.0,426.0,0.0,11,47.1,中野 栄治,D,3.6000000000000085,2013-06-15,70.1,メイショウアザミ
1282,1,dirt,right,average,200.0,16,5,female/mare,3,54.0,468.0,0.0,2,5.2,武田 博,C,-2.3999999999999915,2013-01-13,73.7,メイショウアシタバ
3715,1,dirt,right,average,125.0,15,13,female/mare,3,54.0,466.0,-2.0,1,1.7,武田 博,B,1.7999999999999972,2013-01-27,74.4,メイショウアシタバ
6047,1,dirt,right,heavy,0.0,16,8,female/mare,3,54.0,466.0,0.0,2,4.3,武田 博,B,-1.1000000000000085,2013-02-16,73.8,メイショウアシタバ
21189,1,dirt,right,average,115.0,16,11,female/mare,3,54.0,474.0,4.0,4,7.1,武田 博,C,1.0,2013-06-01,74.0,メイショウアシタバ
11491,8,dirt,right,average,0.0,16,2,male/stallion,4,57.0,448.0,-2.0,7,19.7,藤岡 範士,C,0.9000000000000057,2013-03-23,72.8,メイショウアルザス
23453,12,dirt,right,heavy,0.0,16,16,male/stallion,3,51.0,444.0,4.0,7,15.4,西園 正都,B,1.7999999999999972,2013-06-16,73.0,メイショウアルファ
19129,12,grass,right,average,990.0,12,1,female/mare,4,55.0,496.0,-6.0,5,7.0,小野 幸治,B,-0.10000000000000853,2013-05-12,68.5,メイショウイザヨイ
24390,9,grass,right,average,1440.0,16,9,female/mare,4,55.0,510.0,14.0,2,4.6,小野 幸治,B,-1.5,2013-06-23,69.3,メイショウイザヨイ
33934,11,grass,right,heavy,0.0,18,18,female/mare,4,54.0,506.0,-4.0,4,7.6,小野 幸治,B,1.2000000000000028,2013-08-31,68.4,メイショウイザヨイ
4771,7,dirt,right,average,288.0,10,8,female/mare,5,55.0,460.0,0.0,4,7.5,西浦 勝一,B,-0.20000000000000284,2013-02-03,73.7,メイショウオウヒ
15641,1,dirt,right,somewhat heavy,50.0,16,15,male/stallion,3,56.0,480.0,2.0,10,43.8,浅見 秀一,B,-4.300000000000011,2013-04-21,72.7,メイショウオトワカ
18465,3,dirt,right,average,75.0,16,15,male/stallion,3,56.0,480.0,0.0,3,8.3,浅見 秀一,C,-0.6000000000000085,2013-05-11,73.2,メイショウオトワカ
13256,8,dirt,right,somewhat heavy,0.0,16,2,female/mare,4,55.0,490.0,6.0,11,42.8,武田 博,B,0.10000000000000853,2013-04-06,74.2,メイショウオハツ
15745,8,dirt,right,somewhat heavy,0.0,16,1,female/mare,4,55.0,492.0,2.0,12,145.6,武田 博,C,1.1000000000000085,2013-04-21,73.9,メイショウオハツ
1589,8,dirt,right,bad,0.0,15,3,female/mare,4,54.0,478.0,2.0,11,37.0,武田 博,B,-0.19999999999998863,2013-01-14,72.7,メイショウオハツ
21717,12,dirt,right,average,0.0,16,7,female/mare,4,55.0,496.0,4.0,12,150.9,武田 博,B,-1.7000000000000028,2013-06-02,73.6,メイショウオハツ
10896,1,dirt,right,average,0.0,15,14,female/mare,3,54.0,442.0,-2.0,1,2.1,安田 隆行,B,-0.20000000000000284,2013-03-17,75.6,メイショウオリヅル
14618,3,dirt,right,average,0.0,15,9,female/mare,3,54.0,446.0,4.0,4,11.8,安田 隆行,B,1.2000000000000028,2013-04-14,81.0,メイショウオリヅル
33295,3,grass,right,bad,0.0,18,15,female/mare,3,54.0,466.0,14.0,5,11.4,安田 隆行,B,-1.0999999999999943,2013-08-25,70.3,メイショウオリヅル
21638,7,grass,right,average,46.0,16,12,female/mare,3,54.0,444.0,-2.0,7,15.8,安田 隆行,B,1.0999999999999943,2013-06-02,69.7,メイショウオリヅル
20119,3,dirt,right,average,0.0,16,12,female/mare,3,54.0,428.0,6.0,15,355.2,高橋 義忠,C,-0.8000000000000114,2013-05-19,76.7,メイショウオーロラ
10902,1,dirt,right,average,0.0,15,15,female/mare,3,54.0,422.0,-6.0,13,98.2,高橋 義忠,C,-1.2999999999999972,2013-03-17,76.9,メイショウオーロラ
34827,1,grass,right,average,500.0,12,7,male/stallion,2,54.0,464.0,-6.0,6,20.2,小島 太,C,-2.5,2013-09-08,69.5,メイショウカイモン
7807,4,grass,right,average,0.0,18,17,female/mare,3,54.0,434.0,-8.0,13,45.2,南井 克巳,C,-0.6000000000000085,2013-02-24,70.8,メイショウカルマン
30256,4,grass,right,somewhat heavy,0.0,17,8,female/mare,3,51.0,438.0,4.0,17,180.9,南井 克巳,C,-0.20000000000000284,2013-08-04,69.6,メイショウカルマン
7745,12,dirt,right,average,0.0,16,1,male/stallion,5,57.0,452.0,-10.0,6,13.8,松永 昌博,B,1.3999999999999915,2013-02-24,73.2,メイショウカルロ
3328,10,grass,right,average,0.0,12,4,male/stallion,5,57.0,462.0,6.0,8,39.6,松永 昌博,C,-0.5999999999999943,2013-01-26,70.4,メイショウカルロ
5303,10,grass,right,average,85.0,16,3,female/mare,3,54.0,426.0,0.0,6,15.0,松永 昌博,C,1.7000000000000028,2013-02-09,68.6,メイショウガンツ
11994,6,grass,right,average,0.0,12,1,female/mare,3,54.0,432.0,6.0,4,7.2,松永 昌博,C,0.7999999999999972,2013-03-24,70.0,メイショウガンツ
19601,6,grass,right,average,105.0,16,8,female/mare,3,54.0,428.0,-4.0,12,31.1,松永 昌博,C,0.0,2013-05-18,69.3,メイショウガンツ
29305,8,grass,right,average,0.0,18,15,female/mare,3,52.0,428.0,0.0,11,37.6,松永 昌博,C,-0.5,2013-07-28,68.5,メイショウガンツ
19059,7,dirt,right,somewhat heavy,0.0,15,10,male/stallion,5,57.0,476.0,8.0,5,7.6,安達 昭夫,C,0.0,2013-05-12,72.4,メイショウクロシオ
16267,8,dirt,right,average,0.0,16,4,male/stallion,5,57.0,468.0,2.0,5,16.2,安達 昭夫,B,-2.8999999999999915,2013-04-27,72.6,メイショウクロシオ
13700,2,dirt,right,bad,0.0,16,11,male/stallion,3,56.0,456.0,0.0,7,30.7,佐山 優,B,0.0,2013-04-07,74.1,メイショウゲンキ
10389,2,dirt,right,average,50.0,15,14,male/stallion,3,56.0,456.0,-4.0,10,55.8,佐山 優,B,-0.29999999999999716,2013-03-16,74.6,メイショウゲンキ
27260,4,grass,left,average,0.0,18,5,male/stallion,3,53.0,406.0,2.0,12,76.2,武田 博,C,0.10000000000000853,2013-07-14,71.6,メイショウゲンナイ
11406,2,dirt,right,average,0.0,16,14,male/stallion,3,56.0,402.0,0.0,10,186.0,武田 博,D,-0.3999999999999915,2013-03-23,75.1,メイショウゲンナイ
31835,10,grass,right,average,0.0,18,8,male/stallion,4,57.0,462.0,-6.0,16,319.9,佐山 優,C,-1.2999999999999972,2013-08-17,68.3,メイショウコウボウ
18247,12,grass,left,somewhat heavy,0.0,16,9,male/stallion,4,57.0,472.0,8.0,6,12.7,佐山 優,C,-0.7000000000000028,2013-05-11,70.8,メイショウコウボウ
28826,9,grass,right,average,0.0,15,7,male/stallion,4,57.0,468.0,-2.0,8,88.0,佐山 優,C,-0.7000000000000028,2013-07-27,68.3,メイショウコウボウ
35831,12,grass,right,heavy,0.0,16,14,male/stallion,4,57.0,462.0,0.0,16,127.9,佐山 優,C,0.0,2013-09-15,70.6,メイショウコウボウ
14245,3,dirt,right,average,75.0,16,3,male/stallion,3,56.0,454.0,-4.0,4,15.2,荒川 義之,B,0.7999999999999972,2013-04-13,73.0,メイショウゴウワン
12276,2,dirt,right,average,75.0,16,14,male/stallion,3,56.0,458.0,0.0,6,13.9,荒川 義之,C,-0.09999999999999432,2013-03-30,73.7,メイショウゴウワン
22859,7,grass,right,average,0.0,16,6,female/mare,4,55.0,448.0,-2.0,4,7.5,河内 洋,B,2.299999999999997,2013-06-15,70.1,メイショウジェーン
4079,3,dirt,left,average,0.0,14,7,female/mare,4,55.0,470.0,0.0,12,103.3,小野 幸治,C,2.6000000000000085,2013-02-02,74.1,メイショウジビュス
10978,7,dirt,right,average,0.0,16,9,female/mare,4,52.0,470.0,2.0,15,401.8,小野 幸治,B,-2.4000000000000057,2013-03-17,73.5,メイショウジビュス
4702,1,dirt,right,average,0.0,14,13,male/stallion,3,56.0,464.0,6.0,8,45.5,坂口 正則,C,-0.7000000000000028,2013-02-03,75.8,メイショウジンベエ
27740,3,dirt,left,average,0.0,16,4,male/stallion,3,56.0,462.0,-8.0,14,311.5,坂口 正則,D,-1.0,2013-07-20,74.2,メイショウジンベエ
1587,8,dirt,right,bad,0.0,15,11,male/stallion,5,57.0,462.0,2.0,10,26.1,小野 幸治,B,-1.0999999999999943,2013-01-14,72.6,メイショウセトウチ
5337,12,grass,right,average,0.0,15,15,male/stallion,5,57.0,454.0,-8.0,11,34.5,小野 幸治,C,1.5,2013-02-09,69.0,メイショウセトウチ
15084,10,grass,right,average,0.0,16,15,male/stallion,5,57.0,454.0,-6.0,13,92.2,小野 幸治,C,1.0,2013-04-20,70.3,メイショウセトウチ
6243,3,grass,right,average,0.0,18,7,male/stallion,3,56.0,438.0,-4.0,1,2.5,牧浦 充徳,C,-2.3999999999999915,2013-02-16,69.9,メイショウソウイン
33291,3,grass,right,bad,0.0,18,11,male/stallion,3,56.0,444.0,2.0,1,3.7,牧浦 充徳,B,-0.5,2013-08-25,69.7,メイショウソウイン
16393,5,grass,right,average,125.0,15,14,male/stallion,3,54.0,432.0,-4.0,1,2.0,牧浦 充徳,B,-1.2999999999999972,2013-04-28,70.5,メイショウソウイン
3109,6,grass,left,average,125.0,18,8,male/stallion,3,56.0,442.0,-2.0,1,2.2,牧浦 充徳,C,-0.7999999999999972,2013-01-26,71.6,メイショウソウイン
20096,2,grass,right,average,0.0,16,12,male/stallion,3,56.0,442.0,10.0,4,6.7,牧浦 充徳,C,-1.7999999999999972,2013-05-19,70.8,メイショウソウイン
6250,3,grass,right,average,0.0,18,18,male/stallion,3,56.0,454.0,-2.0,15,64.5,小野 幸治,D,-1.2000000000000028,2013-02-16,70.6,メイショウソレイユ
9870,2,dirt,right,average,0.0,16,11,male/stallion,3,56.0,456.0,2.0,12,241.8,小野 幸治,C,-1.5,2013-03-10,75.8,メイショウソレイユ
16330,12,dirt,right,average,0.0,16,16,male/stallion,4,57.0,478.0,-8.0,8,18.6,荒川 義之,B,-1.4000000000000057,2013-04-27,73.0,メイショウゾンビ
11716,12,dirt,right,average,0.0,16,10,male/stallion,4,57.0,486.0,20.0,3,6.0,荒川 義之,B,-0.5999999999999943,2013-03-24,73.8,メイショウゾンビ
30371,12,grass,right,somewhat heavy,0.0,18,10,male/stallion,4,57.0,464.0,0.0,9,29.6,松永 昌博,C,2.0,2013-08-04,68.6,メイショウダビンチ
32903,12,grass,right,heavy,0.0,18,5,male/stallion,4,57.0,456.0,-8.0,5,16.4,松永 昌博,C,-0.3999999999999915,2013-08-24,69.1,メイショウダビンチ
12417,12,grass,right,average,99.0,14,14,male/stallion,5,55.0,476.0,0.0,4,6.7,武田 博,C,-0.5,2013-03-30,68.9,メイショウツガル
18574,10,grass,right,somewhat heavy,0.0,15,10,male/stallion,5,57.0,484.0,12.0,10,18.0,武田 博,B,0.9000000000000057,2013-05-11,70.6,メイショウツガル
6913,12,grass,right,average,320.0,17,3,male/stallion,5,57.0,462.0,-10.0,3,5.6,武田 博,B,0.20000000000000284,2013-02-17,68.3,メイショウツガル
1458,12,grass,right,average,247.5,15,4,male/stallion,5,57.0,470.0,0.0,1,3.2,武田 博,B,0.0,2013-01-13,69.4,メイショウツガル
29342,11,grass,right,average,435.0,10,4,male/stallion,5,57.0,474.0,-10.0,8,37.1,武田 博,B,-0.5999999999999943,2013-07-28,66.9,メイショウツガル
17027,11,grass,right,average,1280.0,16,2,male/stallion,5,57.0,472.0,-4.0,3,7.2,武田 博,B,-0.20000000000000284,2013-04-29,69.0,メイショウツガル
33932,11,grass,right,heavy,0.0,18,7,male/stallion,5,55.0,474.0,0.0,6,11.3,武田 博,B,1.4000000000000057,2013-08-31,68.3,メイショウツガル
7067,11,dirt,right,average,200.0,16,14,male/stallion,6,56.0,492.0,-4.0,7,14.5,小島 太,C,-1.7999999999999972,2013-02-23,71.5,メイショウツチヤマ
32731,1,grass,right,heavy,0.0,18,5,female/mare,2,54.0,476.0,-2.0,12,66.5,小野 幸治,C,-6.5,2013-08-24,71.0,メイショウツルヒメ
3841,11,grass,right,average,950.0,16,8,female/mare,6,53.0,472.0,2.0,11,22.5,佐山 優,B,3.0,2013-01-27,68.6,メイショウデイム
12602,12,grass,right,average,0.0,15,15,male/stallion,7,57.0,494.0,10.0,10,31.1,小島 太,B,0.5,2013-03-31,69.4,メイショウデューイ
9102,9,grass,right,average,0.0,16,4,male/stallion,7,57.0,484.0,0.0,16,259.4,小島 太,B,-1.7000000000000028,2013-03-09,68.7,メイショウデューイ
9521,2,dirt,right,average,200.0,16,15,male/stallion,3,56.0,512.0,-2.0,2,6.3,小島 太,B,-5.900000000000006,2013-03-10,73.7,メイショウトラクマ
3225,2,dirt,right,somewhat heavy,200.0,14,6,male/stallion,3,56.0,472.0,12.0,9,45.4,梅内 忍,C,0.0,2013-01-26,74.2,メイショウトラスト
17653,7,dirt,left,average,0.0,15,15,male/stallion,4,57.0,474.0,-4.0,4,10.9,武田 博,C,-0.20000000000000284,2013-05-05,73.5,メイショウドルセー
10974,7,dirt,right,average,72.0,16,14,male/stallion,4,57.0,478.0,0.0,8,21.8,武田 博,B,0.5,2013-03-17,72.8,メイショウドルセー
1863,2,dirt,left,average,67.0,16,9,male/stallion,4,56.0,482.0,6.0,4,10.4,武田 博,B,1.0,2013-01-19,72.8,メイショウドルセー
4567,3,dirt,left,average,0.0,11,7,male/stallion,4,57.0,480.0,-2.0,4,11.8,武田 博,C,-0.29999999999999716,2013-02-03,73.9,メイショウドルセー
21318,9,grass,right,average,0.0,16,12,male/stallion,4,57.0,476.0,2.0,13,42.0,武田 博,C,0.29999999999999716,2013-06-01,70.9,メイショウドルセー
22309,2,dirt,right,average,0.0,16,15,female/mare,3,54.0,456.0,2.0,8,43.5,荒川 義之,C,-0.20000000000000284,2013-06-09,76.4,メイショウヌナカワ
30812,7,grass,right,average,0.0,18,9,female/mare,3,54.0,452.0,-4.0,13,91.0,荒川 義之,C,0.5,2013-08-10,70.4,メイショウヌナカワ
35683,2,dirt,right,somewhat heavy,0.0,16,6,female/mare,3,54.0,464.0,12.0,14,260.0,荒川 義之,C,0.9000000000000057,2013-09-15,73.6,メイショウヌナカワ
8199,9,dirt,right,heavy,108.0,16,9,male/stallion,4,57.0,506.0,-10.0,2,4.9,武田 博,B,1.5999999999999943,2013-03-02,71.2,メイショウノーベル
11483,8,dirt,right,average,288.0,16,12,male/stallion,4,57.0,502.0,-4.0,2,4.5,武田 博,B,3.700000000000003,2013-03-23,71.9,メイショウノーベル
25206,10,grass,right,average,1440.0,12,10,male/stallion,4,57.0,454.0,-6.0,2,4.1,荒川 義之,B,-2.4000000000000057,2013-06-30,68.1,メイショウハガクレ
7915,12,grass,right,average,0.0,18,14,male/stallion,4,55.0,464.0,-2.0,15,52.8,荒川 義之,B,-1.2000000000000028,2013-02-24,68.2,メイショウハガクレ
12413,12,grass,right,average,990.0,14,5,male/stallion,4,57.0,462.0,0.0,8,15.8,荒川 義之,C,1.2999999999999972,2013-03-30,68.6,メイショウハガクレ
2021,11,grass,left,average,0.0,18,10,male/stallion,4,56.0,468.0,12.0,6,13.5,荒川 義之,B,1.9000000000000057,2013-01-19,70.2,メイショウハガクレ
33940,11,grass,right,heavy,0.0,18,3,male/stallion,4,54.0,458.0,0.0,12,37.2,荒川 義之,C,0.7999999999999972,2013-08-31,68.8,メイショウハガクレ
24100,12,grass,right,average,360.0,12,1,male/stallion,4,56.0,464.0,-2.0,8,18.7,南井 克巳,C,0.29999999999999716,2013-06-23,68.8,メイショウヒデタダ
33563,10,grass,right,bad,0.0,16,9,male/stallion,4,57.0,480.0,6.0,13,45.1,南井 克巳,B,0.9000000000000057,2013-08-31,77.5,メイショウヒデタダ
22596,11,grass,right,average,0.0,12,12,male/stallion,4,57.0,466.0,0.0,7,15.2,南井 克巳,B,0.7000000000000028,2013-06-15,69.0,メイショウヒデタダ
29484,11,grass,right,average,0.0,16,1,male/stallion,4,56.0,478.0,4.0,4,8.2,南井 克巳,B,-0.7999999999999972,2013-08-03,70.1,メイショウヒデタダ
28018,12,grass,right,average,144.0,11,3,male/stallion,4,57.0,474.0,10.0,5,7.1,南井 克巳,B,2.4000000000000057,2013-07-21,69.4,メイショウヒデタダ
7079,12,grass,right,average,990.0,14,1,male/stallion,4,57.0,470.0,-2.0,6,8.0,南井 克巳,B,1.7000000000000028,2013-02-23,68.7,メイショウヒデタダ
30493,11,grass,right,somewhat heavy,216.0,9,3,male/stallion,4,57.0,474.0,-4.0,6,14.3,南井 克巳,B,0.7000000000000028,2013-08-10,70.9,メイショウヒデタダ
5852,12,grass,right,average,0.0,17,4,male/stallion,4,57.0,472.0,8.0,9,30.9,南井 克巳,C,-4.300000000000011,2013-02-10,68.5,メイショウヒデタダ
28963,9,grass,right,average,0.0,13,5,female/mare,4,55.0,428.0,4.0,9,21.2,荒川 義之,B,1.8999999999999915,2013-07-28,71.4,メイショウヒメユリ
32485,9,grass,right,somewhat heavy,0.0,16,1,female/mare,4,55.0,432.0,10.0,16,104.9,荒川 義之,B,-1.0999999999999943,2013-08-24,73.4,メイショウヒメユリ
